# time, z/s, OOP, MT, Pitch
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.943750e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.887500e-03,8.105980e+00,-3.694223e+02,-8.297046e+01,9.434299e+00
8.831250e-03,8.105379e+00,-3.693406e+02,-8.324853e+01,9.434229e+00
1.177500e-02,8.104614e+00,-3.692418e+02,-8.340043e+01,9.434120e+00
1.471875e-02,8.103612e+00,-3.692108e+02,-8.312666e+01,9.434026e+00
1.766250e-02,8.102343e+00,-3.692808e+02,-8.265467e+01,9.433998e+00
2.060625e-02,8.100774e+00,-3.693491e+02,-8.254864e+01,9.434029e+00
2.355000e-02,8.098816e+00,-3.693018e+02,-8.284631e+01,9.434083e+00
2.649375e-02,8.096437e+00,-3.691474e+02,-8.304446e+01,9.434104e+00
2.943750e-02,8.093744e+00,-3.689914e+02,-8.295166e+01,9.434007e+00
3.238125e-02,8.090893e+00,-3.688720e+02,-8.282168e+01,9.433772e+00
3.532500e-02,8.087975e+00,-3.687799e+02,-8.271938e+01,9.433537e+00
3.826875e-02,8.085013e+00,-3.687038e+02,-8.250910e+01,9.433480e+00
4.121250e-02,8.082031e+00,-3.685251e+02,-8.231550e+01,9.433630e+00
4.415625e-02,8.079018e+00,-3.682150e+02,-8.239270e+01,9.433857e+00
4.710000e-02,8.075852e+00,-3.679485e+02,-8.261263e+01,9.433995e+00
5.004375e-02,8.072470e+00,-3.678273e+02,-8.260273e+01,9.433948e+00
5.298750e-02,8.069040e+00,-3.677547e+02,-8.232516e+01,9.433750e+00
5.593125e-02,8.065742e+00,-3.676121e+02,-8.208157e+01,9.433558e+00
5.887500e-02,8.062489e+00,-3.674342e+02,-8.206746e+01,9.433538e+00
6.181875e-02,8.059148e+00,-3.673390e+02,-8.221060e+01,9.433729e+00
6.476250e-02,8.055844e+00,-3.673345e+02,-8.236480e+01,9.434025e+00
6.770625e-02,8.052722e+00,-3.673099e+02,-8.243769e+01,9.434262e+00
