# time, z/s, OOP, MT, Pitch
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.943750e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.887500e-03,7.978526e+00,-3.662191e+02,-8.178498e+01,1.013466e+01
8.831250e-03,7.977911e+00,-3.661390e+02,-8.205117e+01,1.013459e+01
1.177500e-02,7.977111e+00,-3.660425e+02,-8.219862e+01,1.013449e+01
1.471875e-02,7.976062e+00,-3.660108e+02,-8.194283e+01,1.013440e+01
1.766250e-02,7.974738e+00,-3.660739e+02,-8.149902e+01,1.013438e+01
2.060625e-02,7.973105e+00,-3.661345e+02,-8.139092e+01,1.013441e+01
2.355000e-02,7.971079e+00,-3.660888e+02,-8.164733e+01,1.013447e+01
2.649375e-02,7.968632e+00,-3.659449e+02,-8.181361e+01,1.013450e+01
2.943750e-02,7.965865e+00,-3.657948e+02,-8.173028e+01,1.013442e+01
3.238125e-02,7.962931e+00,-3.656691e+02,-8.162325e+01,1.013422e+01
3.532500e-02,7.959920e+00,-3.655641e+02,-8.153227e+01,1.013401e+01
3.826875e-02,7.956867e+00,-3.654750e+02,-8.132634e+01,1.013396e+01
4.121250e-02,7.953808e+00,-3.652938e+02,-8.111639e+01,1.013412e+01
4.415625e-02,7.950731e+00,-3.650012e+02,-8.113907e+01,1.013437e+01
4.710000e-02,7.947514e+00,-3.647588e+02,-8.130326e+01,1.013455e+01
5.004375e-02,7.944092e+00,-3.646456e+02,-8.128852e+01,1.013457e+01
5.298750e-02,7.940620e+00,-3.645724e+02,-8.104329e+01,1.013446e+01
5.593125e-02,7.937265e+00,-3.644481e+02,-8.080513e+01,1.013435e+01
5.887500e-02,7.933961e+00,-3.643155e+02,-8.073865e+01,1.013440e+01
6.181875e-02,7.930606e+00,-3.642801e+02,-8.080270e+01,1.013468e+01
6.476250e-02,7.927314e+00,-3.643369e+02,-8.088873e+01,1.013511e+01
6.770625e-02,7.924195e+00,-3.643779e+02,-8.091607e+01,1.013553e+01
