# time, z/s, OOP, MT, Pitch
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.308333e-03,6.183212e+00,-3.119799e+02,-9.518240e+01,3.894025e-01
2.616667e-03,6.182853e+00,-3.119466e+02,-9.527727e+01,3.893932e-01
3.925000e-03,6.182202e+00,-3.118922e+02,-9.547197e+01,3.893687e-01
5.233333e-03,6.181373e+00,-3.118017e+02,-9.586654e+01,3.893088e-01
6.541667e-03,6.180407e+00,-3.116424e+02,-9.648455e+01,3.891969e-01
7.850000e-03,6.179270e+00,-3.114346e+02,-9.718784e+01,3.890277e-01
9.158333e-03,6.177938e+00,-3.112237e+02,-9.771019e+01,3.888131e-01
1.046667e-02,6.176401e+00,-3.110223e+02,-9.776273e+01,3.885859e-01
1.177500e-02,6.174682e+00,-3.108895e+02,-9.725798e+01,3.883775e-01
1.308333e-02,6.172826e+00,-3.109121e+02,-9.639918e+01,3.881961e-01
1.439167e-02,6.170848e+00,-3.110615e+02,-9.554851e+01,3.880340e-01
1.570000e-02,6.168748e+00,-3.112137e+02,-9.499487e+01,3.878936e-01
1.700833e-02,6.166517e+00,-3.112937e+02,-9.481650e+01,3.877972e-01
1.831667e-02,6.164120e+00,-3.113281e+02,-9.489993e+01,3.877778e-01
1.962500e-02,6.161512e+00,-3.113566e+02,-9.502835e+01,3.878540e-01
2.093333e-02,6.158662e+00,-3.113667e+02,-9.505286e+01,3.880023e-01
2.224167e-02,6.155566e+00,-3.113117e+02,-9.497110e+01,3.881591e-01
2.355000e-02,6.152275e+00,-3.111512e+02,-9.489110e+01,3.882496e-01
2.485833e-02,6.148850e+00,-3.108810e+02,-9.495536e+01,3.882194e-01
2.616667e-02,6.145331e+00,-3.105708e+02,-9.521416e+01,3.880451e-01
2.747500e-02,6.141707e+00,-3.103246e+02,-9.558445e+01,3.877271e-01
2.878333e-02,6.137941e+00,-3.101614e+02,-9.591602e+01,3.872817e-01
3.009167e-02,6.134039e+00,-3.100471e+02,-9.606663e+01,3.867445e-01
3.140000e-02,6.130096e+00,-3.099533e+02,-9.592486e+01,3.861778e-01
3.270833e-02,6.126266e+00,-3.098601e+02,-9.547714e+01,3.856549e-01
3.401667e-02,6.122682e+00,-3.097285e+02,-9.489010e+01,3.852309e-01
3.532500e-02,6.119385e+00,-3.094738e+02,-9.435867e+01,3.849426e-01
3.663333e-02,6.116289e+00,-3.090858e+02,-9.397679e+01,3.848092e-01
3.794167e-02,6.113254e+00,-3.086613e+02,-9.381585e+01,3.848304e-01
3.925000e-02,6.110158e+00,-3.083078e+02,-9.382062e+01,3.849981e-01
4.055833e-02,6.106958e+00,-3.080921e+02,-9.383805e+01,3.852791e-01
4.186667e-02,6.103709e+00,-3.079809e+02,-9.383951e+01,3.855997e-01
4.317500e-02,6.100486e+00,-3.078758e+02,-9.383429e+01,3.858756e-01
4.448333e-02,6.097336e+00,-3.077020e+02,-9.385474e+01,3.860381e-01
4.579167e-02,6.094271e+00,-3.074613e+02,-9.396405e+01,3.860439e-01
4.710000e-02,6.091249e+00,-3.072158e+02,-9.405688e+01,3.858921e-01
4.840833e-02,6.088183e+00,-3.069800e+02,-9.397625e+01,3.856022e-01
4.971667e-02,6.084991e+00,-3.067410e+02,-9.371550e+01,3.851891e-01
5.102500e-02,6.081657e+00,-3.065106e+02,-9.335188e+01,3.846874e-01
5.233333e-02,6.078282e+00,-3.063222e+02,-9.301630e+01,3.841551e-01
5.364167e-02,6.075033e+00,-3.062065e+02,-9.283489e+01,3.836575e-01
5.495000e-02,6.072028e+00,-3.061690e+02,-9.282759e+01,3.832609e-01
5.625833e-02,6.069314e+00,-3.062269e+02,-9.292866e+01,3.830216e-01
5.756667e-02,6.066841e+00,-3.063508e+02,-9.306732e+01,3.829699e-01
5.887500e-02,6.064470e+00,-3.064737e+02,-9.321827e+01,3.831002e-01
6.018333e-02,6.062092e+00,-3.065714e+02,-9.333890e+01,3.833868e-01
6.149167e-02,6.059710e+00,-3.066320e+02,-9.336057e+01,3.837907e-01
6.280000e-02,6.057394e+00,-3.066641e+02,-9.329572e+01,3.842492e-01
6.410833e-02,6.055221e+00,-3.067080e+02,-9.321320e+01,3.846870e-01
6.541667e-02,6.053230e+00,-3.067532e+02,-9.315398e+01,3.850401e-01
6.672500e-02,6.051400e+00,-3.067742e+02,-9.313037e+01,3.852603e-01
6.803333e-02,6.049655e+00,-3.067623e+02,-9.307483e+01,3.853229e-01
6.934167e-02,6.047911e+00,-3.067197e+02,-9.290290e+01,3.852420e-01
7.065000e-02,6.046115e+00,-3.067176e+02,-9.265960e+01,3.850535e-01
7.195833e-02,6.044270e+00,-3.067819e+02,-9.243461e+01,3.848085e-01
7.326667e-02,6.042435e+00,-3.068390e+02,-9.230075e+01,3.845684e-01
7.457500e-02,6.040699e+00,-3.068385e+02,-9.234860e+01,3.843866e-01
7.588333e-02,6.039156e+00,-3.067669e+02,-9.253966e+01,3.843167e-01
7.719167e-02,6.037847e+00,-3.066295e+02,-9.273246e+01,3.844015e-01
7.850000e-02,6.036741e+00,-3.064971e+02,-9.286783e+01,3.846549e-01
7.980833e-02,6.035756e+00,-3.064268e+02,-9.291590e+01,3.850696e-01
8.111667e-02,6.034820e+00,-3.064389e+02,-9.287376e+01,3.856184e-01
8.242500e-02,6.033918e+00,-3.065673e+02,-9.282936e+01,3.862564e-01
8.373333e-02,6.033070e+00,-3.067800e+02,-9.281867e+01,3.869381e-01
8.504167e-02,6.032290e+00,-3.070144e+02,-9.282337e+01,3.876142e-01
8.635000e-02,6.031597e+00,-3.072236e+02,-9.285211e+01,3.882343e-01
8.765833e-02,6.030994e+00,-3.073382e+02,-9.280415e+01,3.887719e-01
8.896667e-02,6.030461e+00,-3.073673e+02,-9.261300e+01,3.892188e-01
9.027500e-02,6.029997e+00,-3.074304e+02,-9.234082e+01,3.895761e-01
9.158333e-02,6.029636e+00,-3.075887e+02,-9.202466e+01,3.898699e-01
9.289167e-02,6.029418e+00,-3.077993e+02,-9.178574e+01,3.901259e-01
9.420000e-02,6.029376e+00,-3.080079e+02,-9.179433e+01,3.903597e-01
9.550833e-02,6.029541e+00,-3.081897e+02,-9.206913e+01,3.906020e-01
9.681667e-02,6.029929e+00,-3.083516e+02,-9.251563e+01,3.908962e-01
9.812500e-02,6.030566e+00,-3.085266e+02,-9.297560e+01,3.912862e-01
9.943333e-02,6.031484e+00,-3.087384e+02,-9.326254e+01,3.918069e-01
1.007417e-01,6.032701e+00,-3.089851e+02,-9.330302e+01,3.924737e-01
1.020500e-01,6.034205e+00,-3.092263e+02,-9.318472e+01,3.932716e-01
