# time, z/s, OOP, MT, Pitch
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.308333e-03,6.185230e+00,-3.120529e+02,-9.522082e+01,3.670759e-01
2.616667e-03,6.184869e+00,-3.120188e+02,-9.531771e+01,3.670665e-01
3.925000e-03,6.184214e+00,-3.119635e+02,-9.551477e+01,3.670416e-01
5.233333e-03,6.183382e+00,-3.118716e+02,-9.591287e+01,3.669812e-01
6.541667e-03,6.182410e+00,-3.117101e+02,-9.653523e+01,3.668686e-01
7.850000e-03,6.181268e+00,-3.115000e+02,-9.724228e+01,3.666985e-01
9.158333e-03,6.179929e+00,-3.112879e+02,-9.776685e+01,3.664828e-01
1.046667e-02,6.178385e+00,-3.110854e+02,-9.781926e+01,3.662547e-01
1.177500e-02,6.176660e+00,-3.109517e+02,-9.731211e+01,3.660458e-01
1.308333e-02,6.174797e+00,-3.109744e+02,-9.644917e+01,3.658645e-01
1.439167e-02,6.172812e+00,-3.111247e+02,-9.559390e+01,3.657031e-01
1.570000e-02,6.170705e+00,-3.112772e+02,-9.503678e+01,3.655639e-01
1.700833e-02,6.168467e+00,-3.113568e+02,-9.485619e+01,3.654694e-01
1.831667e-02,6.166061e+00,-3.113911e+02,-9.493819e+01,3.654526e-01
1.962500e-02,6.163443e+00,-3.114195e+02,-9.506579e+01,3.655322e-01
2.093333e-02,6.160582e+00,-3.114288e+02,-9.509023e+01,3.656841e-01
2.224167e-02,6.157474e+00,-3.113724e+02,-9.500902e+01,3.658443e-01
2.355000e-02,6.154169e+00,-3.112103e+02,-9.493036e+01,3.659374e-01
2.485833e-02,6.150730e+00,-3.109378e+02,-9.499711e+01,3.659087e-01
2.616667e-02,6.147194e+00,-3.106247e+02,-9.525947e+01,3.657347e-01
2.747500e-02,6.143553e+00,-3.103763e+02,-9.563278e+01,3.654160e-01
2.878333e-02,6.139770e+00,-3.102117e+02,-9.596650e+01,3.649691e-01
3.009167e-02,6.135850e+00,-3.100955e+02,-9.611883e+01,3.644295e-01
3.140000e-02,6.131889e+00,-3.099991e+02,-9.597765e+01,3.638601e-01
3.270833e-02,6.128042e+00,-3.099033e+02,-9.552910e+01,3.633349e-01
3.401667e-02,6.124444e+00,-3.097690e+02,-9.494079e+01,3.629093e-01
3.532500e-02,6.121132e+00,-3.095100e+02,-9.440956e+01,3.626202e-01
3.663333e-02,6.118023e+00,-3.091169e+02,-9.402866e+01,3.624868e-01
3.794167e-02,6.114975e+00,-3.086877e+02,-9.386938e+01,3.625091e-01
3.925000e-02,6.111865e+00,-3.083288e+02,-9.387771e+01,3.626783e-01
4.055833e-02,6.108651e+00,-3.081067e+02,-9.389972e+01,3.629609e-01
4.186667e-02,6.105386e+00,-3.079901e+02,-9.390536e+01,3.632824e-01
4.317500e-02,6.102148e+00,-3.078804e+02,-9.390398e+01,3.635581e-01
4.448333e-02,6.098983e+00,-3.077014e+02,-9.392832e+01,3.637186e-01
4.579167e-02,6.095904e+00,-3.074548e+02,-9.404145e+01,3.637204e-01
4.710000e-02,6.092866e+00,-3.072024e+02,-9.413701e+01,3.635626e-01
4.840833e-02,6.089784e+00,-3.069581e+02,-9.405845e+01,3.632643e-01
4.971667e-02,6.086574e+00,-3.067098e+02,-9.379964e+01,3.628405e-01
5.102500e-02,6.083218e+00,-3.064699e+02,-9.343690e+01,3.623261e-01
5.233333e-02,6.079819e+00,-3.062722e+02,-9.310307e+01,3.617794e-01
5.364167e-02,6.076542e+00,-3.061468e+02,-9.292553e+01,3.612661e-01
5.495000e-02,6.073508e+00,-3.060996e+02,-9.292376e+01,3.608526e-01
5.625833e-02,6.070762e+00,-3.061488e+02,-9.303328e+01,3.605953e-01
5.756667e-02,6.068253e+00,-3.062630e+02,-9.318364e+01,3.605245e-01
5.887500e-02,6.065842e+00,-3.063731e+02,-9.334699e+01,3.606347e-01
