# time, z/s, OOP, MT, Pitch
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.308333e-03,6.183212e+00,-3.119799e+02,-9.518240e+01,3.894025e-01
2.616667e-03,6.182853e+00,-3.119466e+02,-9.527727e+01,3.893932e-01
3.925000e-03,6.182202e+00,-3.118922e+02,-9.547197e+01,3.893687e-01
5.233333e-03,6.181373e+00,-3.118017e+02,-9.586654e+01,3.893088e-01
6.541667e-03,6.180407e+00,-3.116424e+02,-9.648455e+01,3.891969e-01
7.850000e-03,6.179270e+00,-3.114346e+02,-9.718784e+01,3.890277e-01
9.158333e-03,6.177938e+00,-3.112237e+02,-9.771018e+01,3.888131e-01
1.046667e-02,6.176401e+00,-3.110223e+02,-9.776266e+01,3.885860e-01
1.177500e-02,6.174683e+00,-3.108896e+02,-9.725772e+01,3.883776e-01
1.308333e-02,6.172826e+00,-3.109123e+02,-9.639865e+01,3.881962e-01
1.439167e-02,6.170848e+00,-3.110618e+02,-9.554750e+01,3.880342e-01
1.570000e-02,6.168748e+00,-3.112144e+02,-9.499266e+01,3.878941e-01
1.700833e-02,6.166518e+00,-3.112951e+02,-9.481247e+01,3.877981e-01
1.831667e-02,6.164120e+00,-3.113306e+02,-9.489375e+01,3.877794e-01
1.962500e-02,6.161513e+00,-3.113605e+02,-9.501930e+01,3.878567e-01
2.093333e-02,6.158663e+00,-3.113730e+02,-9.504018e+01,3.880067e-01
2.224167e-02,6.155569e+00,-3.113211e+02,-9.495413e+01,3.881659e-01
2.355000e-02,6.152279e+00,-3.111641e+02,-9.486897e+01,3.882596e-01
2.485833e-02,6.148857e+00,-3.108982e+02,-9.492708e+01,3.882337e-01
2.616667e-02,6.145340e+00,-3.105928e+02,-9.517887e+01,3.880649e-01
2.747500e-02,6.141719e+00,-3.103512e+02,-9.554089e+01,3.877539e-01
2.878333e-02,6.137958e+00,-3.101933e+02,-9.586154e+01,3.873172e-01
3.009167e-02,6.134062e+00,-3.100857e+02,-9.599884e+01,3.867907e-01
3.140000e-02,6.130126e+00,-3.100007e+02,-9.584269e+01,3.862366e-01
3.270833e-02,6.126304e+00,-3.099196e+02,-9.537928e+01,3.857287e-01
3.401667e-02,6.122731e+00,-3.098047e+02,-9.477334e+01,3.853227e-01
3.532500e-02,6.119446e+00,-3.095715e+02,-9.421858e+01,3.850562e-01
3.663333e-02,6.116366e+00,-3.092102e+02,-9.380916e+01,3.849494e-01
3.794167e-02,6.113353e+00,-3.088179e+02,-9.361543e+01,3.850035e-01
3.925000e-02,6.110287e+00,-3.085001e+02,-9.358197e+01,3.852110e-01
4.055833e-02,6.107125e+00,-3.083203e+02,-9.355725e+01,3.855393e-01
4.186667e-02,6.103916e+00,-3.082461e+02,-9.351457e+01,3.859154e-01
4.317500e-02,6.100732e+00,-3.081825e+02,-9.346713e+01,3.862555e-01
4.448333e-02,6.097616e+00,-3.080545e+02,-9.344995e+01,3.864908e-01
4.579167e-02,6.094583e+00,-3.078651e+02,-9.352777e+01,3.865776e-01
4.710000e-02,6.091591e+00,-3.076794e+02,-9.359609e+01,3.865148e-01
4.840833e-02,6.088560e+00,-3.075105e+02,-9.349832e+01,3.863216e-01
4.971667e-02,6.085417e+00,-3.073427e+02,-9.322711e+01,3.860135e-01
5.102500e-02,6.082157e+00,-3.071864e+02,-9.285033e+01,3.856262e-01
5.233333e-02,6.078888e+00,-3.070766e+02,-9.248591e+01,3.852200e-01
5.364167e-02,6.075776e+00,-3.070468e+02,-9.225502e+01,3.848618e-01
5.495000e-02,6.072944e+00,-3.071042e+02,-9.217947e+01,3.846204e-01
5.625833e-02,6.070441e+00,-3.072675e+02,-9.220034e+01,3.845544e-01
5.756667e-02,6.068220e+00,-3.075101e+02,-9.225922e+01,3.846957e-01
5.887500e-02,6.066145e+00,-3.077649e+02,-9.234087e+01,3.850405e-01
6.018333e-02,6.064115e+00,-3.080040e+02,-9.240861e+01,3.855649e-01
6.149167e-02,6.062130e+00,-3.082143e+02,-9.239466e+01,3.862316e-01
6.280000e-02,6.060262e+00,-3.084041e+02,-9.230352e+01,3.869792e-01
6.410833e-02,6.058590e+00,-3.086109e+02,-9.219129e+01,3.877328e-01
6.541667e-02,6.057164e+00,-3.088248e+02,-9.209530e+01,3.884268e-01
6.672500e-02,6.055975e+00,-3.090217e+02,-9.203436e+01,3.890103e-01
6.803333e-02,6.054968e+00,-3.091914e+02,-9.194838e+01,3.894562e-01
6.934167e-02,6.054073e+00,-3.093337e+02,-9.175511e+01,3.897773e-01
7.065000e-02,6.053249e+00,-3.095230e+02,-9.148531e+01,3.900103e-01
7.195833e-02,6.052510e+00,-3.097958e+02,-9.121118e+01,3.902096e-01
7.326667e-02,6.051914e+00,-3.100859e+02,-9.100564e+01,3.904405e-01
7.457500e-02,6.051551e+00,-3.103413e+02,-9.097352e+01,3.907601e-01
7.588333e-02,6.051518e+00,-3.105457e+02,-9.109426e+01,3.912247e-01
7.719167e-02,6.051876e+00,-3.106981e+02,-9.124196e+01,3.918795e-01
7.850000e-02,6.052612e+00,-3.108567e+02,-9.136920e+01,3.927402e-01
7.980833e-02,6.053660e+00,-3.110780e+02,-9.143747e+01,3.938027e-01
8.111667e-02,6.054958e+00,-3.113925e+02,-9.141444e+01,3.950426e-01
8.242500e-02,6.056488e+00,-3.118382e+02,-9.137047e+01,3.964144e-01
8.373333e-02,6.058274e+00,-3.123825e+02,-9.134225e+01,3.978690e-01
8.504167e-02,6.060340e+00,-3.129662e+02,-9.131696e+01,3.993535e-01
8.635000e-02,6.062717e+00,-3.135457e+02,-9.131744e+01,4.008148e-01
8.765833e-02,6.065419e+00,-3.140504e+02,-9.125898e+01,4.022240e-01
8.896667e-02,6.068439e+00,-3.144886e+02,-9.107058e+01,4.035732e-01
9.027500e-02,6.071781e+00,-3.149804e+02,-9.079943e+01,4.048672e-01
9.158333e-02,6.075477e+00,-3.155871e+02,-9.047325e+01,4.061355e-01
9.289167e-02,6.079562e+00,-3.162657e+02,-9.019953e+01,4.074091e-01
9.420000e-02,6.084080e+00,-3.169637e+02,-9.014706e+01,4.087085e-01
9.550833e-02,6.089080e+00,-3.176567e+02,-9.036583e+01,4.100659e-01
9.681667e-02,6.094596e+00,-3.183451e+02,-9.079873e+01,4.115245e-01
9.812500e-02,6.100663e+00,-3.190600e+02,-9.131017e+01,4.131264e-01
9.943333e-02,6.107314e+00,-3.198300e+02,-9.170715e+01,4.149053e-01
1.007417e-01,6.114568e+00,-3.206501e+02,-9.188152e+01,4.168764e-01
1.020500e-01,6.122415e+00,-3.214792e+02,-9.188196e+01,4.190254e-01
