0.000000000000000000e+00, 4.301106000000000051e+01
7.193177000000000598e-02, 4.290361999999999654e+01
1.438653000000000015e-01, 4.260607999999999862e+01
2.156443000000000110e-01, 4.244205000000000183e+01
2.874226999999999754e-01, 4.248268999999999807e+01
3.591755999999999838e-01, 4.244921999999999684e+01
4.309234000000000120e-01, 3.921336000000000155e+01
4.919991000000000225e-01, 3.594375000000000142e+01
5.530690000000000328e-01, 3.578032999999999930e+01
6.141252999999999851e-01, 3.556788000000000238e+01
6.751730999999999705e-01, 3.531949999999999790e+01
7.362052000000000040e-01, 3.503385999999999711e+01
7.972263000000000543e-01, 3.473458999999999719e+01
8.582359000000000515e-01, 3.443473999999999791e+01
9.192335000000000367e-01, 3.410437999999999903e+01
9.802035000000000053e-01, 3.373635000000000161e+01
1.041155999999999970e+00, 3.336489999999999867e+01
1.102092000000000072e+00, 3.300014999999999787e+01
1.163008999999999959e+00, 3.262780000000000058e+01
1.223910000000000053e+00, 3.224837999999999738e+01
1.284791999999999934e+00, 3.185321000000000069e+01
1.345645999999999898e+00, 3.143462999999999852e+01
1.406476000000000059e+00, 2.728309000000000140e+01
1.452482000000000051e+00, 2.322180000000000177e+01
1.498475000000000001e+00, 2.296704000000000079e+01
1.544443000000000010e+00, 2.270032000000000139e+01
1.590392000000000028e+00, 2.243354000000000070e+01
1.636319999999999997e+00, 2.216435999999999851e+01
1.682226999999999917e+00, 2.189617000000000147e+01
1.728115000000000068e+00, 2.163502000000000081e+01
1.773984999999999923e+00, 2.136873999999999896e+01
1.819825000000000026e+00, 2.109287000000000134e+01
1.865639000000000047e+00, 2.081966999999999857e+01
1.911426999999999987e+00, 2.055202999999999847e+01
1.957189000000000068e+00, 2.028330000000000055e+01
2.002924000000000149e+00, 2.000671000000000177e+01
2.048632000000000009e+00, 1.973335000000000150e+01
2.094316000000000066e+00, 1.947075999999999851e+01
2.139975999999999878e+00, 1.838418000000000063e+01
2.181639999999999802e+00, 1.731163000000000096e+01
2.223285999999999873e+00, 1.708674999999999855e+01
2.264915999999999929e+00, 1.686972000000000094e+01
2.306529999999999969e+00, 1.664946000000000126e+01
2.348116000000000092e+00, 1.641694999999999993e+01
2.389673999999999854e+00, 1.618657999999999930e+01
2.431204999999999838e+00, 1.596496999999999922e+01
2.472710999999999881e+00, 1.574492000000000047e+01
2.514193999999999818e+00, 1.552608000000000033e+01
2.555655999999999928e+00, 1.530728000000000044e+01
2.597094999999999931e+00, 1.507778000000000063e+01
2.638511999999999968e+00, 1.484920999999999935e+01
2.679910000000000014e+00, 1.463128000000000029e+01
2.721290999999999904e+00, 1.441421000000000063e+01
2.762647999999999993e+00, 1.419049000000000049e+01
2.803992000000000040e+00, 1.357253000000000043e+01
2.842966000000000104e+00, 1.296993999999999936e+01
2.881930999999999798e+00, 1.276938999999999957e+01
2.920889999999999986e+00, 1.256470999999999982e+01
2.959842999999999780e+00, 1.235365999999999964e+01
2.998790000000000067e+00, 1.212312000000000012e+01
3.037732000000000099e+00, 1.188040999999999947e+01
3.076671000000000156e+00, 1.163228999999999935e+01
3.115606999999999793e+00, 1.136585000000000001e+01
3.154541000000000039e+00, 1.107450000000000045e+01
3.193474000000000146e+00, 1.074985999999999997e+01
3.232406000000000112e+00, 1.037170000000000059e+01
3.271338000000000079e+00, 9.930994999999999351e+00
3.310270000000000046e+00, 9.410857000000000028e+00
3.349202000000000012e+00, 8.764621999999999247e+00
3.388135000000000119e+00, 7.925510000000000055e+00
3.427068999999999921e+00, 6.442171000000000092e+00
3.461678000000000033e+00, 4.551782000000000217e+00
