0.000000000000000000e+00, 9.670818000000000580e+00
7.199047999999999559e-02, 9.634118000000000848e+00
1.439814000000000094e-01, 9.540430000000000632e+00
2.158241999999999938e-01, 9.464162999999999215e+00
2.876675000000000204e-01, 9.440718999999999639e+00
3.595077999999999885e-01, 9.419014000000000664e+00
4.313484000000000207e-01, 8.681834000000000273e+00
4.925084000000000128e-01, 7.937026999999999610e+00
5.536683999999999495e-01, 7.878903000000000212e+00
6.148276000000000296e-01, 7.806492999999999682e+00
6.759870000000000045e-01, 7.723219000000000278e+00
7.371453999999999507e-01, 7.629264000000000046e+00
7.983038999999999552e-01, 7.531488999999999656e+00
8.594625000000000181e-01, 7.435591999999999757e+00
9.206210999999999700e-01, 7.332504000000000133e+00
9.817778000000000338e-01, 7.218590999999999980e+00
1.042934999999999945e+00, 7.102941999999999645e+00
1.104090999999999934e+00, 6.990663999999999767e+00
1.165248000000000062e+00, 6.877150999999999570e+00
1.226404000000000050e+00, 6.762538000000000160e+00
1.287560000000000038e+00, 6.644269999999999676e+00
1.348716000000000026e+00, 6.520064999999999777e+00
1.409871000000000096e+00, 5.630440000000000111e+00
1.456139000000000072e+00, 4.768369999999999997e+00
1.502407000000000048e+00, 4.694998000000000005e+00
1.548674000000000106e+00, 4.619017000000000372e+00
1.594940999999999942e+00, 4.542467000000000255e+00
1.641207000000000082e+00, 4.465798999999999630e+00
1.687472000000000083e+00, 4.390019999999999811e+00
1.733738000000000001e+00, 4.316819999999999879e+00
1.780003000000000002e+00, 4.242815000000000225e+00
1.826267000000000085e+00, 4.166795999999999722e+00
1.872530000000000028e+00, 4.091419000000000139e+00
1.918794000000000111e+00, 4.018200000000000216e+00
1.965057000000000054e+00, 3.944474000000000036e+00
2.011318999999999857e+00, 3.868775999999999993e+00
2.057580000000000187e+00, 3.794268999999999892e+00
2.103842000000000212e+00, 3.722964000000000162e+00
2.150103000000000097e+00, 3.495668999999999915e+00
2.192340000000000177e+00, 3.272193000000000129e+00
2.234576999999999813e+00, 3.211162999999999990e+00
2.276813000000000198e+00, 3.152610000000000134e+00
2.319049999999999834e+00, 3.093123999999999985e+00
2.361285000000000078e+00, 3.031006000000000089e+00
2.403519999999999879e+00, 2.969640000000000057e+00
2.445755000000000123e+00, 2.911011999999999933e+00
2.487988999999999784e+00, 2.853196000000000065e+00
2.530222000000000193e+00, 2.796121999999999996e+00
2.572455000000000158e+00, 2.738250999999999991e+00
2.614688000000000123e+00, 2.677799999999999958e+00
2.656919999999999948e+00, 2.618339999999999890e+00
2.699152000000000218e+00, 2.562105999999999995e+00
2.741384000000000043e+00, 2.505809999999999871e+00
2.783614000000000033e+00, 2.448059999999999903e+00
2.825844000000000023e+00, 2.324075999999999809e+00
2.865660999999999792e+00, 2.204774000000000012e+00
2.905478000000000005e+00, 2.155540999999999929e+00
2.945295000000000218e+00, 2.106695000000000206e+00
2.985111999999999988e+00, 2.056763999999999815e+00
3.024929000000000201e+00, 2.003887999999999892e+00
3.064745999999999970e+00, 1.951113000000000097e+00
3.104563000000000184e+00, 1.900392000000000081e+00
3.144378999999999813e+00, 1.849363000000000090e+00
3.184196000000000026e+00, 1.797657999999999978e+00
3.224012999999999796e+00, 1.743681000000000036e+00
3.263830000000000009e+00, 1.685132000000000074e+00
3.303646000000000083e+00, 1.623569999999999958e+00
3.343462999999999852e+00, 1.558656999999999959e+00
3.383280000000000065e+00, 1.484002999999999961e+00
3.423096999999999834e+00, 1.390076000000000089e+00
3.462914000000000048e+00, 1.191915000000000058e+00
3.498307000000000055e+00, 9.226664999999999450e-01
