0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.281643296000000180e-04, 4.986151968000000073e-02, 4.321491071999999933e-03
3.248996995199999972e-04, 9.932450496000000406e-02, 1.198977955200000202e-02
6.560412576000000358e-04, 1.482291513600000055e-01, 2.268727046400000058e-02
1.168805136000000081e-03, 1.964659507200000044e-01, 3.608760960000000073e-02
1.909942368000000241e-03, 2.439779644800000036e-01, 5.187617856000000666e-02
2.930650771200000049e-03, 2.907325142400000173e-01, 6.978426143999999498e-02
4.209169728000000145e-03, 3.368506876800000382e-01, 8.923821024000000435e-02
5.734149887999999938e-03, 3.823681823999999785e-01, 1.100280307199999891e-01
7.487878848000000843e-03, 4.274025696000000041e-01, 1.318044547199999916e-01
9.451701504000001308e-03, 4.719915360000000448e-01, 1.544483836800000232e-01
1.159435670400000076e-02, 5.162657952000000439e-01, 1.776661382400000211e-01
1.389230889599999894e-02, 5.602558944000000096e-01, 2.013923616000000139e-01
1.630943779199999985e-02, 6.040868640000000012e-01, 2.253829603200000198e-01
1.882383110399999879e-02, 6.477725568000000100e-01, 2.496188601600000112e-01
2.140106995200000140e-02, 6.914220192000000154e-01, 2.739009360000000393e-01
2.402528044800000123e-02, 7.350288576000000296e-01, 2.982486528000000137e-01
2.666771980799999969e-02, 7.786808064000001472e-01, 3.225053318400000202e-01
2.932080451200000035e-02, 8.223530016000001330e-01, 3.467211628800000445e-01
3.196258675199999816e-02, 8.661100896000000215e-01, 3.707794272000000113e-01
3.459466137600000074e-02, 9.099158400000000313e-01, 3.947490336000000211e-01
